Driver,Corner,SpeedClass,Avg_Entry_Speed,Avg_Exit_Speed,Max_Accel_Into,Max_Accel_Out,Max_Decel_Into,Avg_Throttle_Into,Avg_Throttle_Out,Speed_Consistency,Corner_Entry_Count,Corner_Exit_Count,Total_Corner_Samples,EventName,EventDate,Circuit
RUS,corner_5,Medium,198.0,241.0,10.416666666666742,6.07641163092876,-3.4722230983446423,98.11004517236634,79.32780494614205,9.992240001001742,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
RUS,corner_25,Fast,307.0,299.0,2.7777793019995443,1.3888888888889142,-1.984124784979258,100.0,100.0,0.9733791604851179,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
NOR,corner_1,Slow,169.0,199.0,10.45524691358024,24.30555750121607,-45.380890496420704,5.87047931918001,65.41249859607042,6.161374104331653,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
NOR,corner_5,Medium,180.5909090909091,241.0,11.574088534067243,5.952364282650706,-3.4722242544503246,92.2769403136581,59.67021798318006,8.573981364316117,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
NOR,corner_25,Fast,304.0,312.0,1.984127162221057,1.7361262579138739,-2.7777757948423414,99.0,98.99449726508416,2.0129885299424743,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
GAS,corner_1,Slow,116.6,172.0249952,10.912732667990241,32.986111111111256,-45.13888888888505,4.678286348895751,70.84341121165043,9.758156942358163,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
GAS,corner_5,Medium,188.0,240.0,17.3610535216394,7.6388888888888005,-1.1368683772161603e-13,96.48211045550934,72.1058933892174,13.698453687553773,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
GAS,corner_25,Fast,307.82,309.3083328,3.4722290377551417,3.08641930969506,-1.3888930761527263,100.0,99.72071614000001,1.217394768191366,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
MAG,corner_1,Slow,167.0,171.5038404923077,8.68056381939752,32.98602043780522,-55.55543365079461,4.619678986765356,61.703955488354815,10.19514029442339,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
MAG,corner_5,Medium,200.1124992,253.0,16.203695845072957,8.680563819397548,-1.1368683772161603e-13,91.66631978339376,71.04568774513108,13.753265262838642,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
MAG,corner_25,Fast,304.0,313.0,3.4867510138747093,3.4722236274791953,-2.976188940780034,99.60065977175054,99.66451363448527,0.6082393711562873,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
HAM,corner_1,Slow,121.5500032,196.0,7.936505145058092,26.041367816093867,-103.84219137130987,7.626491158865449,69.55777829218174,10.394950835418616,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
HAM,corner_5,Medium,192.6,218.4875024,15.625025934401435,7.513010850591062,-4.583000645652646e-13,92.8448094777473,77.41456475148996,13.039268961136488,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
HAM,corner_25,Fast,310.0,304.8833344,3.4722249837864183,2.7917412818361242,-6.949891607115887,97.76239667774493,98.33006443672797,0.10904333591864444,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ZHO,corner_1,Slow,170.0,200.0,9.295441358684972,18.849195651648586,-32.54300925758912,3.5134846368512545,66.78295551737766,10.388920516150437,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ZHO,corner_5,Medium,182.0,231.78636392727273,15.625,5.401227700864638,-2.9761650454573854,89.83879184469164,64.47644345094491,9.80553987166027,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ZHO,corner_25,Fast,309.0,306.0,3.472002812959545,2.314821117112615,-1.9841271399038192,100.0,100.0,0.3448705863743221,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
HUL,corner_1,Slow,148.87750336,160.6999936,10.41666961082855,22.569448512665417,-40.27727544159461,6.059185994258946,61.523736711864125,7.043425864644968,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
HUL,corner_5,Medium,177.14545454545456,226.2500022857143,13.889179523470375,13.88888888888873,-8.333335098850739,88.29677292474567,55.123452827250894,13.932148652383908,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
HUL,corner_25,Fast,311.0,306.66250048,2.7777794146065844,1.7470299896103256,-1.7361161710423403,99.06753221533299,99.06878933189881,0.990349211991193,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
STR,corner_1,Slow,129.0,181.8124928,7.312200264762401,28.9351851851834,-41.666666666666515,4.125215742212771,57.053909536279185,3.186046619815193,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
STR,corner_5,Medium,176.0,237.24263042497722,22.22227951772419,6.396196335282667,-2.7777773495695897,85.12814952411307,65.35006445997422,14.153495946027318,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
STR,corner_25,Fast,310.0,314.0,4.62963045843054,2.971251485263565,-1.7361130418405821,99.99416205060018,100.0,0.3615846187137746,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ALB,corner_1,Slow,154.0,170.0,8.3333333333334,22.569584593985837,-34.7223628374124,3.4356978933441313,59.661867126788664,8.009002242672734,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ALB,corner_5,Medium,181.6,230.0,15.277807591441686,6.944444444444457,-1.1573340006683162,83.7152371576503,64.14220843699998,14.212699522410567,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ALB,corner_25,Fast,310.0,317.8419959050661,2.0833332866094167,1.736114390915958,-1.3888897108961373,100.0,100.0,0.0881117079172438,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
BOT,corner_1,Slow,120.0,181.69091141818183,8.680555555555515,36.45823311546769,-30.555539955682093,8.743474174898603,69.29354024060534,14.436054405543846,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
BOT,corner_5,Medium,193.48333226666668,242.0249984,13.88882442862905,10.802375073487383,-4.547473508864641e-13,95.55492945889411,74.83449157249731,17.086741626857773,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
BOT,corner_25,Fast,307.0,302.83749973333335,5.2083333333332575,1.5432107752602633,-3.4722222222229107,100.0,100.0,0.3928769582763134,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ALO,corner_1,Slow,157.4875,182.88928822857142,12.499990347837297,57.29167699368901,-28.645833333333428,11.540995313200721,75.0771855609503,16.545461277442683,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ALO,corner_5,Medium,192.64772654545453,237.58214217142856,15.625007048162729,12.626246283526314,-2.2737367544323206e-13,98.51202689801742,83.11835121880914,12.44018995222317,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
ALO,corner_25,Fast,304.0,301.9249994666667,1.984125821403893,1.3888888888888005,-2.777781231973222,100.0,100.0,0.8814014978810087,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
LAT,corner_1,Slow,124.66,171.0,5.555555555555536,27.777764305839128,-22.22212042597903,5.726791080277683,62.7244747895357,8.087046954366278,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
LAT,corner_5,Medium,185.29166577777778,225.0,12.152777777777601,6.94444703316195,1.395868665560613,88.76270743879424,61.584881163942995,15.3750742268144,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
LAT,corner_25,Fast,309.0,302.93333333333334,2.7777803983371143,1.7415530629738214,-1.7361143909154322,100.0,100.0,0.14936560290860137,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
RIC,corner_1,Slow,130.0,193.0,6.979348895724549,24.305592101385287,-38.19427303913062,4.663329241620455,64.61009085235125,8.068669680442254,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
RIC,corner_5,Medium,180.8,237.0,10.416677914206034,10.416618838846261,-3.660183267584216e-12,92.2659537552467,65.1677217942813,12.362102729451617,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
RIC,corner_25,Fast,309.74,290.0,1.9841267333137296,1.7361100530968088,-2.6041656179278334,99.00408163265305,99.0,1.6595754317228886,1,1,2,Saudi Arabian Grand Prix,2022-03-27,Jeddah
SAI,corner_0,Slow,235.77499093333333,154.2,6.0164073228767165,36.458388179185704,-64.236112396034,0.4874888681095905,47.32019645569189,21.69315478083687,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
SAI,corner_10,Medium,177.05000248888888,206.0,8.680609459224264,20.833317533465504,-32.117908086449006,23.731698817818632,85.2319789624066,16.17314901287397,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
SAI,corner_11,Fast,243.0,247.89546007272727,5.40123456790127,4.629629670784766,-6.944446917217363,78.7303455790202,81.2147150742601,3.864645919740983,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
LEC,corner_0,Slow,215.0,144.0,4.960316274535003,26.38890145606524,-58.53174794542761,0.8419400331351973,51.40656851600181,16.862740863793974,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
LEC,corner_10,Medium,178.0,198.0,8.333322454265868,19.675925925946938,-27.777957351289388,30.289539719128474,86.91249165551471,16.225205726512346,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
LEC,corner_11,Fast,242.0,246.04,5.555515205110446,4.629643883462904,-3.4722530145096435,87.20426320343103,80.51899558451912,2.64100446589527,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
HAM,corner_0,Slow,222.64912863773375,131.0,0.22320939130163708,16.203710261569455,-65.47623334701395,0.020450442200548223,44.396378128900196,22.648980187143323,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
HAM,corner_10,Medium,174.0,204.0,7.3437466061311625,19.67605429078297,-47.22233654848105,22.175857659193895,87.75371026854755,14.470612754471054,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
HAM,corner_11,Fast,244.0,258.0,5.208662447272218,5.78703703703701,-3.472225864979464,81.86889656692466,89.88158613687206,3.6862669611219228,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
RUS,corner_0,Slow,214.0,132.9249984,2.9706790123456415,18.518509380022223,-52.08329731049845,0.07128454868292683,45.14761340919254,21.037917684630255,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
RUS,corner_10,Medium,161.96,212.9249984,8.101851563706163,24.999944062694027,-22.569430690257263,20.496967283998444,88.83864960628023,14.320839140744885,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
RUS,corner_11,Fast,239.11666666666667,233.1291712,4.6296300002314865,5.555553303975174,-4.629637356858893,81.15790835032165,76.07659503125734,3.2781449181682585,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
MAG,corner_0,Slow,214.0,137.0,4.340277777777757,18.146300028357814,-47.22214162962983,0.09310301323232323,33.62937534985532,18.518217238110374,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
MAG,corner_10,Medium,160.0,196.4673374979417,8.68053816633683,15.625001568627681,-25.173626274509445,11.724749653116719,76.51925350452979,12.553417817127182,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
MAG,corner_11,Fast,245.0,251.0,3.526170798897965,5.811255894398187,-4.629649544988013,56.84496383659897,86.79572120170985,4.100982305223797,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
BOT,corner_0,Slow,197.0,142.0,13.888888888888944,18.97860945579822,-55.55554214679819,0.8231452143946103,42.73012561143282,14.421861976677764,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
BOT,corner_10,Medium,162.0,200.0,10.73232323232321,13.888888888889198,-23.611262406727633,21.531512302433953,81.29257145350297,17.056565034700892,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
BOT,corner_11,Fast,246.0,240.0,5.555555555555031,6.944448456193243,-6.944506308500052,70.0934813416894,82.65401669712736,2.024776279212834,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
OCO,corner_0,Slow,206.575,136.73636189090908,0.6961847016466827,20.938021635378746,-108.79620215473267,0.1300775817278657,45.32348973474156,21.014929888161863,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
OCO,corner_10,Medium,159.41750336,201.16666666666666,8.33335023436942,20.833396142284073,-30.277677109390062,18.911717766894352,84.19725375314788,15.459600873577822,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
OCO,corner_11,Fast,248.0,234.0,3.4722222222225128,5.555555555555671,-5.7870370370367255,83.24077403061915,81.1538503652893,1.6007034288256248,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
TSU,corner_0,Slow,212.0,134.02857142857144,4.629670686013187,17.857147023744545,-78.12593333333461,0.07157639081864563,46.228807386560966,18.891745446981158,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
TSU,corner_10,Medium,166.0,197.35,8.680562138834262,19.097222222215805,-21.825389275422935,18.626878353296863,88.59690389802593,15.426580300599042,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
TSU,corner_11,Fast,232.0,248.94347826086957,5.787052863181316,12.152777777776805,-9.722230246669753,73.29418452947934,75.78850168682027,5.888034723589363,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ALO,corner_0,Slow,193.0,146.0,7.9947905647613595,33.56478577114052,-43.055033450292285,0.5543353356426752,47.70961793630631,17.66421249246351,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ALO,corner_10,Medium,168.0,202.0,15.76532583141352,36.11114665058449,-22.569405662311368,23.318383328110038,88.08240105834946,17.605927406818655,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ALO,corner_11,Fast,245.0,258.0,3.472252515818795,5.208333333334878,-6.155740967303551,91.04030493692026,81.40976702175024,1.9621499243820992,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ZHO,corner_0,Slow,230.0,141.0,1.7749368718997118,16.865054634882085,-56.94447376358096,0.029962464846657468,40.20582235256656,21.97821219002495,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ZHO,corner_10,Medium,156.0,198.99583146666666,8.68055503398898,13.078286114232498,-23.809523809578423,21.56976996911002,79.78412667457394,15.253156490187296,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ZHO,corner_11,Fast,236.0,232.0,5.208333333332803,6.944588979229593,-6.944471008939672,72.81833480674041,74.85858422228922,3.6039979709372743,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
MSC,corner_0,Slow,210.0,135.68214217142858,5.241083177005024,18.05555555555537,-76.38877479001042,0.10717966527006646,29.770416676027796,21.89600715145702,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
MSC,corner_10,Medium,157.0,192.2375,7.812489051539103,17.857142857142563,-25.46309616038957,13.343621624362632,71.41275916078648,14.430250208541228,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
MSC,corner_11,Fast,238.0,235.0,5.208333333333883,5.787030070823178,-4.861106980121804,66.2047500686658,75.47092716444176,3.3805372361357042,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
STR,corner_0,Slow,198.0,127.0,1.1013412404281553e-13,25.341086060304526,-60.51579924414186,0.055790510808036015,38.14665374890785,22.281512894908467,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
STR,corner_10,Medium,152.0,192.0,6.9444444444563755,22.222222222218008,-35.29057596032793,15.527778008328717,80.70782971175944,14.587948122476202,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
STR,corner_11,Fast,240.0,230.78571885714285,4.629621902400473,4.629922669897496,-5.952380952380963,74.89400648970819,65.90654080893479,0.66187752639448,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ALB,corner_0,Slow,164.0,125.26666666666667,4.547473508864641e-13,19.44443131449438,-88.54157607433287,0.022128848979591838,36.383143102057794,18.18380349974908,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ALB,corner_10,Medium,154.96,189.8,9.11532164616392,15.624967407411809,-27.777764763463438,12.296122610484684,71.62068195601077,11.463983333259671,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
ALB,corner_11,Fast,239.0,228.0,3.637566137565841,11.111144373575144,-3.483106570604434,61.4852522945036,59.54800336644364,0.9035715410672848,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
RIC,corner_0,Slow,190.06786102857143,142.1226612720381,3.857976004174474,16.203681902997744,-92.59282139282175,0.18446044788199453,41.648190645008285,19.888566777576962,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
RIC,corner_10,Medium,165.0,201.0,6.9444696403732,19.44446049333922,-24.498456790123015,19.254247395971312,83.10284738110144,15.705114306819215,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
RIC,corner_11,Fast,238.0,240.0,3.8580246913579117,5.952403301587083,-6.944456857361523,66.24622205638777,71.65545768486778,3.3021200241575928,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
NOR,corner_0,Slow,220.95500416,131.0,4.629629506095625,20.833308003057198,-57.291547160494815,0.3684506325560544,39.995872727272875,20.34557425985814,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
NOR,corner_10,Medium,159.0,192.0,9.72219070096493,19.44446358108675,-47.45366323685312,15.91513983978862,81.48129571538023,14.369406093920501,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
NOR,corner_11,Fast,231.0,242.0,4.8611111111111995,5.555555555555429,-6.944454891273608,71.86015768160077,72.04525365426896,3.1268358506854925,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
LAT,corner_0,Slow,195.0,141.0,11.249569567238382,15.624902973395557,-47.222144486927036,0.6497492848737066,37.28143363095,16.969853773636892,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
LAT,corner_10,Medium,153.0,206.0,6.944441395926219,16.865079365078884,-16.49305430760849,17.87150329249137,76.17142174101271,15.274777534244205,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
LAT,corner_11,Fast,234.6714294857143,234.0,3.9682539682537055,8.101832398054633,-5.952380952379826,55.77911824300121,58.67243733848005,1.4703552938361928,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
HUL,corner_0,Slow,211.0,134.37142857142857,4.156278434198526,22.333892333735207,-52.08249135651728,0.0692386559216039,38.70085991330887,21.553244268555964,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
HUL,corner_10,Medium,162.0,200.10999808,8.487641555387402,17.361117293041616,-50.694491459700544,19.112522993049794,79.53562822093302,17.21300724721196,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
HUL,corner_11,Fast,234.83709291836104,211.74722631111112,3.4722290377544596,5.386272569334238,-4.340280141346966,75.40223687984738,66.4136721664103,1.6782120235074913,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
PER,corner_0,Slow,208.0,154.4249984,1.1049382716049436,23.611124066993398,-72.22225661660008,0.06844806555092196,44.38603421587792,21.40151257479803,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
PER,corner_10,Medium,164.66666666666666,203.0,7.9365038420793255,17.361115864000794,-23.809552817379085,16.30266051977255,85.69657474535505,13.173609098494818,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
PER,corner_11,Fast,240.0,252.0,4.62967740508293,5.2083415384609,-3.47222285523344,85.35365568696716,72.18534559865104,3.840724425156099,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
VER,corner_0,Slow,222.0,160.0,2.777792143658747,29.16669537162646,-61.1111677870357,0.13122684447000368,43.34605530716915,22.147815129203686,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
VER,corner_10,Medium,179.1750016,209.85416533333333,6.944444890002586,17.85713082982039,-51.055725810261094,14.975757222829042,88.00925500061851,14.163628469845627,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
VER,corner_11,Fast,243.0,236.781256,4.629626050554307,6.944444444444457,-3.4722308875462886,84.15897848301316,67.30054010790556,2.7368755149134136,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
GAS,corner_0,Slow,210.0,144.0,23.919746422819344,19.0972195279833,-76.38911756831442,0.05494535003229748,48.41053130478573,19.36916218532147,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
GAS,corner_10,Medium,176.0,199.0636381090909,6.944443373923775,17.36109334790943,-38.19444444444821,15.308523175895239,85.96611200103152,13.214600929450869,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
GAS,corner_11,Fast,238.4111118222222,255.0,3.7785947712422967,6.909894401013901,-4.629632202870937,73.14015859587684,73.66615002555952,2.532012740719465,1,1,2,Bahrain Grand Prix,2022-03-20,Sakhir
LEC,corner_2,Slow,238.0,155.0,3.8580238819073855,25.00002063429349,-48.61111111111131,5.575423654663968,58.905497827608144,17.816619597165506,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
LEC,corner_5,Medium,262.02142902857145,223.0,5.681818181818244,13.88889855028738,-45.139171358026715,32.87310099913002,94.19987024995824,8.822937774306158,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
LEC,corner_7,Fast,253.0,286.5027783111111,6.944419990555616,5.787037037037081,0.0,99.99292222293333,100.0,8.726220329798638,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
PER,corner_2,Slow,205.0,163.0,1.262626522789276,26.041629284974945,-52.777707209048685,0.34352989871983125,51.87246597684043,20.825283012404153,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
PER,corner_5,Medium,240.0,231.04000256,5.787032563193179,15.624996228787268,-42.82410221819572,14.248154856901062,90.54922178819837,11.173709224955722,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
PER,corner_7,Fast,252.0,284.43928777142855,8.680569963556309,5.9524158080314535,-4.973799150320701e-13,100.0,100.0,9.533571194721276,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
RUS,corner_2,Slow,194.0,159.0,4.960319086003267,22.569444444444287,-71.18055555555767,0.36932723666527534,58.092020217360854,20.376231284001186,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
RUS,corner_5,Medium,251.34444444444443,227.0250048,5.314385597549492,15.624990477869687,-55.555575864726734,18.000827635869594,93.50601636159809,6.769484293396539,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
RUS,corner_7,Fast,252.0,278.5718768,8.333405324336127,6.944451597888019,-1.7053025658242404e-13,100.0,100.0,7.933567797744801,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
HAM,corner_2,Slow,230.99286308571428,161.0,10.416597007603741,19.097094513939737,-49.768518518518476,0.7252749440423041,58.06085148817701,20.03369550791118,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
HAM,corner_5,Medium,248.52272872727272,229.562504,6.80783588288908,15.624996496257495,-43.98148148147834,25.76714027789845,89.96424818158707,12.014194972974371,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
HAM,corner_7,Fast,249.0,280.0,6.944444444444599,6.94448186563568,-9.094947017729282e-13,100.0,100.0,8.61483592633956,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
NOR,corner_2,Slow,204.0,152.0,1.9841223839473976,19.676010566204468,-41.66683003002845,0.23663039668113933,52.04094898668153,18.227516704782307,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
NOR,corner_5,Medium,256.0,233.42000384,4.980463846153839,17.361111111110574,-32.98611111111313,9.31800001044739,90.29082109987367,5.645099159465446,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
NOR,corner_7,Fast,250.0,279.1312512,6.94444346472136,4.74333983105862,-5.684341886080802e-14,99.0,99.00472699208393,8.966157675100613,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
RIC,corner_2,Slow,187.3,159.0,2.314814229634493,19.09713651956797,-45.01122665336999,0.28871989598778575,50.64238513803123,19.25574981172435,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
RIC,corner_5,Medium,256.0,234.0,6.944449278573387,16.666635124413006,-34.809243925532314,7.644714497572573,89.19749994288748,7.1383645265044295,1,1,2,Australian Grand Prix,2022-04-10,Melbourne
